'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'133,'Section header 89,"'22.5 Data Representation",'2011,'90.82031250
'133,'Text 1397,"'We rely on existing types to represent the data of our IntSet. For the elements themselves, we use a built-in array, with MAX_SIZE as its capacity. However, our set will start out empty, after which we can add and remove elements as we please. Thus, the size of the set will generally not be the same as the size of the array, and we need a separate member variable to keep track of the number of elements in the set. We will use an int for this member.",'2012,'96.77734375
'133,'Section header 90,"'class IntSet {",'2013,'45.43457031
'133,'Text 1398,"'private:",'2014,'34.81445313
'133,'Text 1399,"'(continues on next page)",'2015,'87.69531250
'133,'Text 1400,"'1 Member variables that are static need not be compile-time constants. However, a member variable that isn't a compile-time constant cannot be initialized at the point of declaration (unless it is declared as inline in C++17 and onward). The variable must be defined outside of the class, generally in a source .cpp) file. As with a member function, the scope-resolution operator is used to define a member variable outside the class (e.g. int IntSet foo = 3;). 2 In the future, we will see how to eliminate the fixed-size restriction by storing the elements indirectly using a dynamic array. We will see that this raises issues of memory management and learn how to resolve them.",'2016,'52.92968750
'133,'Footer 83,"'22.4. static Data Members",'2017,'60.20507813
'133,'Page number 130,"'128",'2018,'87.20703125
'134,'Header 121,"'Programming and Data Structures, Release 0.3",'2019,'60.40039063
'134,'Text 1401,"'(continued from previous page)",'2020,'59.47265625
'134,'Text 1402,"'int elements [MAX_SIZE]; int num_elements;",'2021,'42.16308594
'134,'Text 1403,"'}",'2022,'46.58203125
'134,'Text 1404,"'Now that we've determined a data representation, we need to figure out what values correspond to valid sets. We use representation invariants to specify the set of valid values.",'2023,'95.94726563
'134,'Text 1405,"'For num_elements, a negative value does not make sense, since a set cannot have a negative size. At the same time, our sets do not have enough space to store more than MAX _SIZE elements, SO that places an upper bound on num_elements. The invariants for num_elements are thus 0 <= num_elements && num_elements <= MAX_SIZE.",'2024,'93.55468750
'134,'Text 1406,"'For elements, we need to know where in the array the set's elements are actually stored. We will store them at the beginning of the array, SO one invariant is that the first num_elements items in the array are the ones in the set. The set abstraction prohibits duplicate elements, SO another invariant is that there are no duplicates among the first num_elements items in elements.",'2025,'95.26367188
'134,'Text 1407,"'We document the representation invariants where we define our representation:",'2026,'85.15625000
'134,'Section header 91,"'class IntSet {",'2027,'27.17285156
'134,'Text 1408,"'private: int elements [MAX_SIZE]; int num_elements; // INVARIANTS: // O <= num_elements && num_elements <= MAX_SIZE // the first num_elements items in elements are the items in the set // the first num_elements items in elements contain no duplicates };",'2028,'62.50000000
'134,'Section header 92,"'22.6 size_t",'2029,'84.47265625
'134,'Text 1409,"'The size_t type represents only nonnegative integers, and the C++ standard guarantees that it is large enough to hold the size of any object. Since it does not represent negative integers, we could have used it for num_elements rather than defining 0 <= num_elements as a representation invariant. We would then also use size_t as the return type for size(), which is what the standard-library containers do.",'2030,'96.14257813
'134,'Text 1410,"'C++ has integral types that are unsigned, which do not represent negative numbers, and size_t is just one example. The int type is signed (unless it is preceded by the unsigned keyword). Unsigned integers can lead to subtle programming errors. The following is an example that compares a signed and unsigned integer:",'2031,'94.43359375
'134,'Text 1411,"'int main() { size_t S = 3; int i = -1; cout << (s < i) << endl; // prints 1 (true) }",'2032,'57.56835938
'134,'Text 1412,"'Perhaps non-intuitively, the comparison S < i is true, even though S is positive but i is negative. This is because the compiler converts i to a size_t in doing the comparison, and the data that represents a negative signed integer actually represents a very large unsigned integer.",'2033,'94.87304688
'134,'Text 1413,"'Another common error is incorrectly iterating backwards over a sequence:",'2034,'88.33007813
'134,'Footer 84,"'22.6. size_t",'2035,'86.08398438
'134,'Page number 131,"'129",'2036,'79.29687500
'135,'Header 122,"'Programming and Data Structures, Release 0.3",'2037,'59.27734375
'135,'Text 1414,"'int main() { vector<int> vec = { 1, 2, 3 }; for (size_t i = vec.size() 1; i >= 0; --i) { cout << vec[i] << endl; } }",'2038,'88.42773438
'135,'Text 1415,"'This code goes off the end of the vector, resulting in undefined behavior. The reason is that a size_t is always greater than or equal to 0, and when i is equal to 0 and decremented, its value wraps around to the largest possible size_t value. The following iteration correctly avoids this problem:",'2039,'98.19335938
'135,'Text 1416,"'int main() { vector<int> vec = { 1, 2, 3 }; for (size_t i = vec.size(); i > 0; --i) { cout << vec[i - 1] << endl; } }",'2040,'94.33593750
'135,'Text 1417,"'The loop iterates from vec. size() down to 1, offsetting by 1 when indexing into the vector. The following equivalent code makes use of postfix decrement to avoid the offset in the index expression:",'2041,'94.87304688
'135,'Text 1418,"'int main() { vector<int> vec = { 1, 2, 3 }; for (size_t i = vec.size(); i-->0;) { cout << vec[i] << endl; } }",'2042,'94.82421875
'135,'Text 1419,"'Given the pitfalls of unsigned integers, many C++ programmers avoid them, using signed integers instead. We too will generally stick to signed integers.",'2043,'96.14257813
'135,'Section header 93,"'22.7 Implementation",'2044,'91.89453125
'135,'Text 1420,"'We proceed to define the constructor and member functions of IntSet, defining them as they would appear in a source file, outside the class definition.",'2045,'97.80273438
'135,'Text 1421,"'We require only a default constructor for IntSet. However, we cannot rely on a compiler-generated implicit one: it would default initialize num_elements to an undefined value, violating our representation invariants. Thus, we need to define our own default constructor.",'2046,'97.31445313
'135,'Text 1422,"'IntSet: IntSet() : num_elements(0) {}",'2047,'82.03125000
'135,'Text 1423,"'We need not do anything with elements. It gets default initialized to contain undefined values, but that doesn't violate our representation invariants; since num_elements is 0, the invariants for elements are trivially satisfied.",'2048,'96.92382813
'135,'Text 1424,"'We proceed to define contains(). The representation invariants tell us that the valid items are the first num_elements in elements. They can be stored in any order, SO we need to iterate through them to see if the value is in the set.",'2049,'96.19140625
'135,'Text 1425,"'bool IntSet: contains (int value) const { for (int i = 0; i < num_elements; ++i) {",'2050,'91.89453125
'135,'Text 1426,"'(continues on next page)",'2051,'75.34179688
'135,'Footer 85,"'3 Alternatively, we can initialize num_elements to 0 at the point it is declared. The implicitly defined default constructor would then be sufficient; it would still have an empty member-initializer list, but the compiler uses the inline initialization of a member variable if it is not initialized in the member-initializer list.",'2052,'43.11523438
'135,'Footer 86,"'22.7. Implementation",'2053,'75.58593750
'135,'Page number 132,"'130",'2054,'80.81054688
'136,'Header 123,"'Programming and Data Structures, Release 0.3",'2055,'53.22265625
'136,'Text 1427,"'(continued from previous page)",'2056,'73.92578125
'136,'Text 1428,"'if (elements [i] == value) { return true; } } return false; }",'2057,'41.57714844
'136,'Text 1429,"'When we find an item, we can return immediately without checking the rest of the elements. On the other hand, if we get through all the elements without finding the given value, it is not in the set SO we return false.",'2058,'97.07031250
'136,'Text 1430,"'For inserting into the set, we first assert the requires clause, which ensures that our invariant of num_elements <= MAX_SIZE is never violated. We also must check whether the value is in the set, since adding it again would violation the invariant of no duplicates. If the value is not in the set, the simplest way to insert it is to place it at index num_elements and increment that variable. This meets the invariant that the first num_elements items in the array are the values in the set.",'2059,'97.36328125
'136,'Text 1431,"'void IntSet: : insert (int value) { assert(size() < MAX_SIZE) ; if (contains (value)) { elements [num_elements] = value; ++num_elements; // we could use num_elements++ in the line above instead } }",'2060,'94.33593750
'136,'Text 1432,"'To remove an element, we first need to check whether the value is in the set. If so, we need to know its location in the array, which would require iterating through the elements to find it. Rather than repeating this algorithm in both contains () and remove(), we define a private helper function to do SO and call it in both places.",'2061,'97.46093750
'136,'Section header 94,"'class IntSet {",'2062,'54.68750000
'136,'Text 1433,"'private: int indexOf(int value) const; }; int IntSet :indexOf(int value) const { for (int i = 0; < num_elements; ++i) { if (elements[i == value) { return i; } } return -1; }",'2063,'91.69921875
'136,'Text 1434,"'Rather than returning whether or not the value is in the set, indexOf() returns its actual index if it is there. If not, it returns an invalid index; we use -1, since indices start at 0. We can then write contains () as follows:",'2064,'97.02148438
'136,'Text 1435,"'bool IntSet: : contains (int value) const { return index0f(value) != -1; }",'2065,'72.11914063
'136,'Text 1436,"'We proceed to define remove():",'2066,'90.38085938
'136,'Footer 87,"'22.7. Implementation",'2067,'75.29296875
'136,'Page number 133,"'131",'2068,'85.00976563
'137,'Header 124,"'Programming and Data Structures, Release 0.3",'2069,'55.17578125
'137,'Text 1437,"'void IntSet: remove (int value) { int index = indexOf(value); if (index != -1) { elements [index] = elements [num_elements - 1]; --num_elements; } }",'2070,'91.74804688
'137,'Text 1438,"'In order to actually remove the item, we need to place another item at its location. The simplest solution that meets the representation invariants is to copy over the last item and then decrement num_elements, which ensures that the first num_elements items are the values in the set.",'2071,'96.72851563
'137,'Text 1439,"'elements",'2072,'66.11328125
'137,'Figure 38,"",'2073,'83.83789063
'137,'Text 1440,"'num_elements",'2074,'58.05664063
'137,'Figure 39,"",'2075,'70.89843750
'137,'Text 1441,"'Figure 22.1: Removing an element from an unordered set can be done by copying the last element into the position vacated by the removed element.",'2076,'96.77734375
'137,'Text 1442,"'The remaining member functions are defined as follows:",'2077,'87.45117188
'137,'Text 1443,"'int IntSet: size () const { return num_elements; } void ntSet::print(std::ostream &os) const { os ""{""; for (int i = num_elements; ++i) { os<< elements[i] << "" ""; } os << ""}""; }",'2078,'68.35937500
'137,'Section header 95,"'22.8 Sorted Representation",'2079,'86.81640625
'137,'Text 1444,"'The representation of IntSet places no restrictions on the ordering of elements in the array. This simplifies the imple- mentation of insert () and remove(). but it requires contains () (and indexOf()) to iterate over every element in the worst case.",'2080,'97.31445313
'137,'Text 1445,"'An alternate representation would be to require that the set elements are stored in sorted, increasing order. The member variables remain the same - it is the representation invariants that change.",'2081,'94.62890625
'137,'Table 51,"",'2082,'30.49316406
'137,'Footer 88,"'22.8. Sorted Representation",'2083,'72.70507813
'137,'Page number 134,"'132",'2084,'84.42382813
'138,'Header 125,"'Programming and Data Structures, Release 0.3",'2085,'50.97656250
'138,'Text 1446,"'(continued from previous page)",'2086,'79.73632813
'138,'Text 1447,"'// O <= num_elements && num_elements <= MAX_SIZE // the first num_elements items in elements are the items in the set // the first num_elements items in elements contain no duplicates // the first num_elements items are in sorted, increasing order };",'2087,'30.37109375
'138,'Text 1448,"'To insert an item, we can no longer just put it after the existing elements, since the new value may be smaller than existing values. Instead, we need to store it at its appropriate sorted position. This requires moving existing elements out of the way if necessary. Our algorithm will start after the last element and repeatedly:",'2088,'94.33593750
'138,'List 41,"",'2089,'92.91992188
'138,'Text 1449 - Part of List 41,"'Compare the item to the left with the value we are inserting.",'2090,'94.58007813
'138,'Text 1450 - Part of List 41,"'If the item to the left is less than the new value, the new value is placed at the current position, and we are done.",'2091,'95.99609375
'138,'Text 1451 - Part of List 41,"'If the item is greater than the new value, then the old item is moved one position to the right, and we repeat the process one position over to the left.",'2092,'96.92382813
'138,'Text 1452 - Part of List 41,"'If no more items are to the left, we place the new value at the current position (i.e. the beginning of the array).",'2093,'96.48437500
'138,'Text 1453,"'elements",'2094,'57.47070313
'138,'Figure 40,"",'2095,'80.61523438
'138,'Text 1454,"'num_elements",'2096,'59.08203125
'138,'Figure 41,"",'2097,'62.59765625
'138,'Text 1455,"'Figure 22.2: Inserting into an ordered set requires shifting existing elements to make room for the new element at the proper location.",'2098,'95.75195313
'138,'Section header 96,"'void SortedIntSet: insert (int value) {",'2099,'33.25195313
'138,'Text 1456,"'assert (size() < MAX_SIZE); if (contains (value)) { int index = num_elements; while (index > .0 && elements [index - 1] > value) { elements [index] = elements [index - 1]; --index; } elements [index] = value; ++num_elements; } }",'2100,'87.59765625
'138,'Text 1457,"'Similarly, to remove an item, we must shift the remaining elements leftward in order to maintain our representation invariants.",'2101,'87.89062500
'138,'Figure 42,"",'2102,'86.62109375
'138,'Text 1458,"'num_elements",'2103,'69.58007813
'138,'Figure 43,"",'2104,'42.91992188
'138,'Text 1459,"'Figure 22.3: Removing from an ordered set requires shifting elements to preserve the representation invariants.",'2105,'88.42773438
'138,'Footer 89,"'22.8. Sorted Representation",'2106,'54.88281250
'138,'Page number 135,"'133",'2107,'82.91015625
'139,'Header 126,"'Programming and Data Structures, Release 0.3",'2108,'58.59375000
'139,'Text 1460,"'void SortedIntSet: remove (int value) { int index = indexOf(value) if (index != -1) { for (; index < num_elements - 1; ++index) { elements [index] = elements[inder + 1] ; } -num_elements; } }",'2109,'94.28710938
'139,'Text 1461,"'The advantage of sorting is that we don't have to look through all the elements to determine the location of a value. Instead, we can use binary search, which eliminates half the search space in each step:",'2110,'96.72851563
'139,'List 42,"",'2111,'96.97265625
'139,'Text 1462 - Part of List 42,"'Compare the value we are looking for to the middle element among the remaining items.",'2112,'97.90039063
'139,'Text 1463 - Part of List 42,"'If the value is equal to the middle element, we have found its index.",'2113,'97.07031250
'139,'Text 1464 - Part of List 42,"'If the value is less than the middle element, we know it must be to the left, if it is in the set. Thus, we need only repeat the search on the items in the first half.",'2114,'98.04687500
'139,'Text 1465 - Part of List 42,"'If the value is greater than the middle element, we know it must be to the right, if it is in the set. Thus, we need only repeat the search on the items in the second half.",'2115,'98.09570313
'139,'Text 1466 - Part of List 42,"'If we have run out of elements to search, the value is not in the set.",'2116,'97.99804688
'139,'Text 1467,"'The following implements this algorithm:",'2117,'92.62695313
'139,'Text 1468,"'int SortedIntSet::indexOf(int value) const { int start = 0; int end = num_elements; while (start < end) { int middle = start / 2 + end / 2; if (value == relements[middle]) { return middle; } else if (value < elements [middle]) { end = middle; } else { start = middle + 1; } } return -1; }",'2118,'79.05273438
'139,'Text 1469,"'Since half the search space is eliminated in each step, this algorithm takes time that is logarithmic in the size of the set. We denote this as O(logn), where n is the number of elements in the set.",'2119,'95.84960938
'139,'Text 1470,"'For a set of size N, the following compares the worst-case runtime of each operation on unsorted and sorted sets:",'2120,'94.97070313
'139,'Table 52,"",'2121,'96.09375000
'139,'Text 1471,"'The notation O(1) means that the operation takes constant time: the time it takes is independent of the size of the set.",'2122,'97.02148438
'139,'Footer 90,"'22.8. Sorted Representation",'2123,'86.08398438
'139,'Page number 136,"'134",'2124,'87.50000000
'140,'Header 127,"'Programming and Data Structures, Release 0.3",'2125,'54.49218750
'140,'Text 1472,"'The insert () and remove () operations must first check whether the item is in the set, SO they can be no faster than contains (). The latter is significantly faster on a sorted set than an unsorted set, demonstrating the advantage of sorting.",'2126,'56.00585938
'140,'Footer 91,"'22.8. Sorted Representation",'2127,'35.03417969
'140,'Page number 137,"'135",'2128,'76.70898438
'141,'Header 128,"'CHAPTER",'2129,'38.50097656
'141,'Header 129,"'TWENTYTHREE",'2130,'46.48437500
'141,'Title 37,"'CONTAINER ADTS AND POLYMORPHISM",'2131,'87.06054688
'141,'Text 1473,"'We continue our discussion of container ADTs by examining several forms of polymorphism in the context of con- tainers. We will start by looking at operator overloading, a form of ad hoc polymorphism, and then proceed to discuss parametric polymorphism.",'2132,'97.07031250
'141,'Section header 97,"'23.1 Operator Overloading",'2133,'86.47460938
'141,'Text 1474,"'C++ follows the philosophy that user-defined types should have the same access to language facilities as built-in types. Since operators can be used with built-in atomic types, C++ allows operators to be applied to class types through operator overloading.",'2134,'96.09375000
'141,'Text 1475,"'Most operators in C++ can be overloaded. An operator overload requires at least one of the operands to be of class type1 - the behavior of operators on atomic types cannot be changed.",'2135,'94.14062500
'141,'Text 1476,"'When the compiler encounters an operator where at least one operand is of class type, it looks for a function whose name is operator followed by the symbol for the actual operator. For example, if + is applied to two IntSets, the compiler looks for a function with name operator+ that can be applied to two IntSet objects. For most operators, the function can either be a top-level function or a member of the type of the left-most operand, if it is of class type.",'2136,'97.11914063
'141,'Text 1477,"'The following is a member function that defines the + operation to compute the union of two IntSets:",'2137,'91.89453125
'141,'Text 1478,"'class IntSet { public: IntSet operator+(con IntSet &rhs) const; };",'2138,'62.98828125
'141,'Text 1479,"'IntSet IntSet: : operator+ +(const IntSet &rhs) const { IntSet result = *this; for (int i = 0; i < rhs.num_elements; ++i) { result.insert(rhs.elements[i]); } return result; }",'2139,'56.39648438
'141,'Text 1480,"'The function first copies over the receiver object into a new local IntSet. It then iterates over the elements in the other IntSet, inserting them into the result. As we saw last time, the insert () function only inserts an element if the set does not already contain the item.",'2140,'95.99609375
'141,'Text 1481,"'We can now call the member function directly, or we can apply the + operator instead. When we do so, the compiler finds the overloaded operator+ and calls it for us.",'2141,'94.58007813
'141,'Text 1482,"'1 The operand can also be of enumeration type, which is beyond the scope of this course.",'2142,'71.67968750
'141,'Page number 138,"'136",'2143,'84.91210938
'142,'Header 130,"'Programming and Data Structures, Release 0.3",'2144,'50.97656250
'142,'Figure 44,"",'2145,'36.42578125
'142,'Text 1483,"'int main() { IntSet set set1.insert (32); setl.insert (42) set1. insert (7) IntSet set2; set2.inserte (12) ; set2. insert(-3) ; set2. insert(42) ; IntSet set3 = set1.operator+(set2); set3.print (cout) ; // prints { 32, 42, 7, 12, -3 } IntSet set4 = set1 + set2; set4.print (cout) ; // prints { 32, 42, 7, 12, -3 }",'2146,'27.05078125
'142,'Text 1484,"'}",'2147,'99.13269806
'142,'Text 1485,"'In theory, we could instead define the overloaded operator as a top-level function, declared as follows:",'2148,'86.27929688
'142,'Text 1486,"'IntSet operator+ (const IntSet &lhs, const IntSet &rhs)",'2149,'69.43359375
'142,'Text 1487,"'However, we did not define an interface for iterating through the elements of an IntSet from outside the class, SO we cannot actually implement this function.",'2150,'94.53125000
'142,'Text 1488,"'Overloaded operators can take arguments by value or by reference, like any other function. In most cases, we pass the arguments by reference to avoid making a copy.",'2151,'93.99414063
'142,'Text 1489,"'Though most operators can be overloaded either as top-level or member functions, there are some cases where we must use a top-level function:",'2152,'95.11718750
'142,'List 43,"",'2153,'94.58007813
'142,'Text 1490 - Part of List 43,"'The first operand is of atomic type. Atomic types are not classes, SO they do not have member functions.",'2154,'97.60742188
'142,'Text 1491 - Part of List 43,"'The first operand is of class type, but we do not have access to the class definition, SO we cannot define a new member function.",'2155,'97.41210938
'142,'Text 1492,"'An example of the latter is overloading the stream-insertion operator, where we do not have access to the definition of ostream. The following overloads insertion of an IntSet:",'2156,'96.04492188
'142,'Text 1493,"'std: : ostream & operator<<(std::ostream &os, const IntSet &set) { set.print (os) return os; }",'2157,'94.43359375
'142,'Text 1494,"'We saw previously that inserting to a stream evaluates back to the stream object. To support this properly, our overload returns the given stream object. It must return the object by reference:",'2158,'95.99609375
'142,'List 44,"",'2159,'93.21289063
'142,'Text 1495 - Part of List 44,"'Streams cannot be copied, SO the code would not compile if it returned a stream by value.",'2160,'97.46093750
'142,'Text 1496 - Part of List 44,"'Even if streams could be copied, we want to return the original stream object itself, not a copy.",'2161,'96.72851563
'142,'Text 1497 - Part of List 44,"'Even if a copy would work, we would end up with object slicing, since os actually will refer to an object of a class that derives from ostream.",'2162,'96.24023438
'142,'Text 1498,"'The parameters are in the same order as the operands, from left to right. The function need only call the print () member function on the IntSet and then return the given ostream object. Then we can insert an IntSet directly into a stream:",'2163,'95.99609375
'142,'Footer 92,"'23.1. Operator Overloading",'2164,'77.73437500
'142,'Page number 139,"'137",'2165,'76.36718750
'143,'Header 131,"'Programming and Data Structures, Release 0.3",'2166,'49.60937500
'143,'Text 1499,"'int main() { IntSet set; set. insert (32) ; set. insert (42) ; cout set endl ; // prints { 32, 42 }",'2167,'54.00390625
'143,'Text 1500,"'}",'2168,'98.91075897
'143,'Text 1501,"'In other cases, we need to define an operator as a member function:",'2169,'81.68945313
'143,'List 45,"",'2170,'91.60156250
'143,'Text 1502 - Part of List 45,"'If the overload needs access to private members, a member function would have access because it is part of the class.",'2171,'97.11914063
'143,'Text 1503 - Part of List 45,"'Some operators can only be overloaded as member functions: the assignment operator (=), the function-call operator (()), the subscript operator ([]), and the arrow operator (->). (We will see examples of overloading the first two operators later.)",'2172,'97.70507813
'143,'Text 1504,"'As an example, let's overload the subscript operator to check whether the given value is in the set. The following does SO:",'2173,'95.31250000
'143,'Text 1505,"'class IntSet { public: bool operator [] (int value) const; } bool IntSet : operator [] (int value) const { return contains(value); }",'2174,'93.01757813
'143,'Text 1506,"'The following is an example of applying the operator:",'2175,'91.94335938
'143,'Table 53,"",'2176,'35.57128906
'143,'Section header 98,"'23.2 Parametric Polymorphism",'2177,'86.32812500
'143,'Text 1507,"'The IntSet container only holds elements that are of type int. Suppose we wanted another container that holds char values. One solution is to copy and paste the IntSet code, then change int to char everywhere it refers to the element type:",'2178,'97.65625000
'143,'Text 1508,"'class CharSet { public: // Maximum size of a set. static const int MAX_SIZE = 10; // EFFECTS: Initializes this set to be empty.",'2179,'92.62695313
'143,'Text 1509,"'(continues on next page)",'2180,'68.16406250
'143,'Text 1510,"'2 In the future, we will see that we can use a friend declaration to give an outside class or function access to private members. Friend declarations are sometimes used with operator overloads.",'2181,'65.77148438
'143,'Footer 93,"'23.2. Parametric Polymorphism",'2182,'74.21875000
'143,'Page number 140,"'138",'2183,'83.74023438
'144,'Header 132,"'Programming and Data Structures, Release 0.3",'2184,'43.31054688
'144,'Text 1511,"'(continued from previous page)",'2185,'65.13671875
'144,'Text 1512,"'CharSet();",'2186,'52.05078125
'144,'List 46,"",'2187,'32.93457031
'144,'Text 1513 - Part of List 46,"'// REQUIRES: size() < MAX_SIZE // MODIFIES: *this // EFFECTS: Adds value to the set, if it isn't already in the set. void insert(char value); // MODIFIES: *this // EFFECTS: Removes value from the set, if it is in the set. void remove(char value); // EFFECTS: Returns whether value is in the set. bool contains (char value) const; // EFFECTS: Returns the number of elements. int size() const; // EFFECTS: Prints out the set in an arbitrary order. void print(std::ostream &os) const; private: char elements [MAX_SIZE]; int num_elements; // INVARIANTS: // 0 num_elements && num_elements <= MAX_SIZE // the first num_elements items in elements are the items in the set // the first num_elements items in elements contain no duplicates",'2188,'32.93457031
'144,'Text 1514,"'};",'2189,'80.95110321
'144,'Text 1515,"'This is not a very satisfying solution. It leads to duplication of nearly identical code. Furthermore, if we then wanted a set of doubles, we would have to define an almost identical DoubleSet, and SO on. We already know how to avoid code duplication when we have a value that can be different: add a function parameter that allows the user to specify the value they care about. The problem here is that our entity that differs is not a value, but a type. While function parameters can represent different argument values, we need another mechanism for specifying type arguments. The mechanism that C++ provides is a template. A template is a model for producing code. We write a generic version, parameterized by one or more template param- eters. The compiler then instantiates a specific version of the code by substituting arguments for the parameters and compiling the resulting code. We specify a template and its parameters by placing a template header before the entity that we are defining.",'2190,'26.02539063
'144,'Text 1516,"'template <typename T> class UnsortedSet { };",'2191,'68.35937500
'144,'Text 1517,"'The template header can go on the same line or the previous one: whitespace generally does not matter in C++. The header begins with the template keyword, followed by a parameter list surrounded by angle brackets. Within the parameter list, we introduce a template parameter by specifying the kind of entity the parameter can represent. The typename keyword indicates that the parameter is a type parameter. 3 The parameter name then follows. Here, we have",'2192,'94.82421875
'144,'Text 1518,"'3 The class keyword can be used instead of typename; the two are equivalent in this context. With either keyword, a non-class type can still be used as the type argument.",'2193,'70.50781250
'144,'Footer 94,"'23.2. Parametric Polymorphism",'2194,'59.27734375
'144,'Page number 141,"'139",'2195,'75.78125000
'145,'Header 133,"'Programming and Data Structures, Release 0.3",'2196,'63.52539063
'145,'Text 1519,"'chosen the name T, since we don't have further information about the type. (Value_type or Element_type are other common names to use with a container.)",'2197,'98.14453125
'145,'Text 1520,"'A template may have more than one parameter, and it can also have a parameter that is of integral type. The following is how the std: : array template is declared:",'2198,'96.58203125
'145,'Text 1521,"'template <typename T, std: size_t N> class array;",'2199,'72.31445313
'145,'Text 1522,"'Since the entity that follows the template header is a class, it is a class template. It takes two arguments, one for the element type and the other for the size of the container, which must be a compile-time constant. We can then create a std: : array of 10 ints as follows:",'2200,'97.16796875
'145,'Text 1523,"'std: : array<int, 10> items;",'2201,'88.18359375
'145,'Text 1524,"'The syntax for using a class template is to follow the name of the template with an argument list enclosed by angle brackets. We can similarly create and use an unsorted set of chars:",'2202,'97.31445313
'145,'Text 1525,"'UnsortedSet<char> char_set; char_set.insert('e'); char_set.insert('a'); char_set.insert('e') cout << char_set << endl; // prints { e, a }",'2203,'72.16796875
'145,'Text 1526,"'In order for this to work, we write the definition of UnsortedSet to use the template parameter T for the element type. The scope of a template parameter is the entire entity that follows; if it is a class, then the scope is the entire class definition.",'2204,'96.87500000
'145,'Table 54,"",'2205,'29.78515625
'145,'Text 1527,"'(continues on next page)",'2206,'73.38867188
'145,'Footer 95,"'23.2. Parametric Polymorphism",'2207,'49.21875000
'145,'Page number 142,"'140",'2208,'79.49218750
'146,'Header 134,"'Programming and Data Structures, Release 0.3",'2209,'51.75781250
'146,'Text 1528,"'(continued from previous page)",'2210,'55.56640625
'146,'Section header 99,"'private:",'2211,'58.88671875
'146,'Text 1529,"'T elements [MAX_SIZE]; int num_elements;",'2212,'52.92968750
'146,'List 47,"",'2213,'42.43164063
'146,'Text 1530 - Part of List 47,"'// INVARIANTS:",'2214,'38.76953125
'146,'Text 1531 - Part of List 47,"'// 0 <= num_elements && num_elements <= MAX_SIZE",'2215,'51.85546875
'146,'Text 1532 - Part of List 47,"'// the first num_elements items in elements are the items in the set",'2216,'56.78710938
'146,'Text 1533 - Part of List 47,"'// the first num_elements items in elements contain no duplicates }",'2217,'50.29296875
'146,'Text 1534,"'The actual type argument used to instantiate UnsortedSet may be something small like int, or it may be a large class type such as string. Thus, it is good practice to pass objects of a template parameter by reference rather than by value, avoiding copying potentially large objects.",'2218,'90.38085938
'146,'Text 1535,"'When we use UnsortedSet with a particular type argument, the compiler actually plugs the argument in for T, gener- ating code for that instantiation and compiling it with the rest of the program. For example, UnsortedSet<string> is instantiated as follows:",'2219,'87.98828125
'146,'Text 1536,"'class UnsortedSet<string> { public:",'2220,'42.52929688
'146,'Key value 34,"",'2221,'45.14160156
'146,'Page number 143,"'141",'2222,'88.91601563
'146,'Footer 96,"'23.2. Parametric Polymorphism",'2223,'78.61328125
'147,'Header 135,"'Programming and Data Structures, Release 0.3",'2224,'50.58593750
'147,'Section header 100,"'23.2.1 Function Templates",'2225,'58.20312500
'147,'Text 1537,"'We can also define a function as a template, resulting in a function template. For example, the following computes the maximum of two items of the same type:",'2226,'98.58398438
'147,'Section header 101,"'template <typename T>",'2227,'62.25585938
'147,'Figure 45,"",'2228,'49.31640625
'147,'Text 1538,"'T max (const T &value1, const T &value2) { return value2 > value1 ? value2 : value1; }",'2229,'94.48242188
'147,'Text 1539,"'As with a class template, we define a function template by preceding it with a template header, which introduces one or more template parameters. We can then use the parameter anywhere in the function definition. Here, our function template takes two arguments of the same type and compares them. The ?: operator is a conditional. It evaluates its first operand, and if the result is true, it produces the second operand. Otherwise, it produces the third operand.",'2230,'95.41015625
'147,'Text 1540,"'Similar to a class template, we can use a function template by following its name with an argument list enclosed by angle brackets:4",'2231,'92.43164063
'147,'Text 1541,"'int main() { int il = 3; int i2 = -3; cout << max<int> (i1, i2) << endl; cout << max<double> (3.1, 7.5) << endl; }",'2232,'93.26171875
'147,'Text 1542,"'Unlike a class template, however, the compiler is able in most cases to deduce the template argument from the arguments to the function call. In the first call above, the arguments are both of type int, SO the compiler can deduce that we want int as the template argument. Similarly, the arguments are both of type double in the second call, SO the compiler can deduce we want double. Thus, we can leave off the explicit template arguments:",'2233,'97.41210938
'147,'Text 1543,"'int main() { int i1 = 3; int i2 = 33 cout << max(i1, i2) << endl; // deduced as max<int> (i1, i2) cout << max (3. 7.5) << endl; // deduced as max<double> (3.1, 7.5) }",'2234,'82.42187500
'147,'Text 1544,"'The max () function template can only be applied to a type that supports the > operator. If we try to call it on objects that don't support the operator, the result is a compile error:",'2235,'96.48437500
'147,'Text 1545,"'int main() { Duck d1 (""Donald"") Duck d2 (""Scrooge"") ; Duck best_duck = max (d1, d2); cout << best_duck.get_name << "" wins! << endl; }",'2236,'91.11328125
'147,'Text 1546,"'This results in an error like the following:",'2237,'72.50976563
'147,'Text 1547,"'main. cpp: In instantiation of 'T (const T&, const T&) [with T = Duck] main. cpp: 20:30: required from here main. cpp: 14:17: error: no match for 'operator>' (operand types are 'const Duck' and (continues on next page)",'2238,'93.60351563
