'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'28,'Text 353,"'Print the score, followed by an extra newline.",'589,'95.01953125
'28,'Text 354,"'Ivan and Kunle have 2 points Judea and Liskov have O points",'590,'96.19140625
'28,'Text 355,"'When the game is over, print the winners of the game.",'591,'94.82421875
'28,'Text 356,"'Ivan and Kunle win!",'592,'91.94335938
'28,'Section header 50,"'Submission and Grading",'593,'76.61132813
'28,'Text 357,"'Submit these files to the autograder.",'594,'93.01757813
'28,'List 43,"",'595,'81.39648438
'28,'Text 358 - Part of List 43,"'Card.cpp",'596,'96.92382813
'28,'Text 359 - Part of List 43,"'Card_tests.cpp",'597,'96.48437500
'28,'Text 360 - Part of List 43,"'Pack.cpp",'598,'95.50781250
'28,'Footer 32,"'file:///home/runner/work/p3-euchre/p3-euchre/_site/index.htm",'599,'79.93164063
'28,'Page number 25,"'28/31",'600,'73.09570313
'29,'Header 61,"'9/28/24, 1:35 PM",'601,'82.37304688
'29,'Header 62,"'p3-euchre",'602,'52.63671875
'29,'List 44,"",'603,'89.20898438
'29,'Text 361 - Part of List 44,"'Player.cpp",'604,'95.70312500
'29,'Text 362 - Part of List 44,"'Player_tests.cpp",'605,'96.24023438
'29,'Text 363 - Part of List 44,"'euchre.cpp",'606,'98.14453125
'29,'Text 364,"'You do not have to submit Pack_tests.cpp to the autograder.",'607,'88.18359375
'29,'Text 365,"'This project will be autograded for correctness, comprehensiveness of your test cases, and programming style. See the style checking tutorial for the criteria and how to check your style automatically on CAEN.",'608,'94.23828125
'29,'Section header 51,"'Checkpoint",'609,'76.46484375
'29,'Text 366,"'Project 3 is graded on an early checkpoint as well as the full submission. The checkpoint submission is worth 0.5% of your overall course grade. The full submission is worth 9.5% of your overall course grade.",'610,'96.33789063
'29,'Text 367,"'The checkpoint consists of everything except the Euchre Game driver.",'611,'90.47851563
'29,'Text 368,"'Submit these files to the autograder:",'612,'82.66601563
'29,'List 45,"",'613,'89.30664063
'29,'Text 369 - Part of List 45,"'Card.cpp",'614,'96.33789063
'29,'Text 370 - Part of List 45,"'Card_tests.cpp",'615,'96.92382813
'29,'Text 371 - Part of List 45,"'Pack.cpp",'616,'96.38671875
'29,'Text 372 - Part of List 45,"'Player.cpp",'617,'96.04492188
'29,'Text 373 - Part of List 45,"'Player_tests.cpp",'618,'95.01953125
'29,'Text 374,"'There are no private tests and no style grading at the checkpoint.",'619,'93.01757813
'29,'Text 375,"'Your checkpoint score does not change after the checkpoint deadline, even though we run the same public tests and mutation tests at both the checkpoint and full submission.",'620,'94.04296875
'29,'Text 376,"'After the checkpoint autograder closes, the full submission autograder will open.",'621,'86.71875000
'29,'Section header 52,"'Testing",'622,'83.93554688
'29,'Text 377,"'Run all the unit tests and system tests. This includes the public tests we provided and the unit tests that you wrote.",'623,'95.94726563
'29,'Text 378,"'$ make test",'624,'82.22656250
'29,'Figure 13,"",'625,'55.71289063
'29,'Text 379,"'Pro-tip: Run commands in parallel with make - -j .",'626,'75.48828125
'29,'Footer 33,"'file:///home/runner/work/p3-euchre/p3-euchre/_site/index.htm",'627,'85.98632813
'29,'Page number 26,"'29/31",'628,'40.25878906
'30,'Header 63,"'9/28/24, 1:35 PM",'629,'93.11523438
'30,'Header 64,"'p3-euchre",'630,'60.00976563
'30,'Header 65,"'$ make - j4 test",'631,'63.33007813
'30,'Section header 53,"'Unit Test Grading",'632,'61.76757813
'30,'Text 380,"'We will autograde your Card_tests.cpp and Player_tests.cpp unit tests. Note that your player tests should only test the ""simple player"", not the ""human player"".",'633,'95.26367188
'30,'Text 381,"'Your unit tests must use the unit test framework.",'634,'78.51562500
'30,'Text 382,"'A test suite must run in less than 5 seconds and contain 50 or fewer TEST ( ) functions. One test suite is one _tests.cpp file.",'635,'90.57617188
'30,'Text 383,"'To grade your unit tests, we use a set of intentionally buggy instructor solutions. You get points for catching the bugs.",'636,'91.50390625
'30,'List 46,"",'637,'84.22851563
'30,'Text 384 - Part of List 46,"'1. We compile and run your unit tests with a correct solution.",'638,'93.11523438
'30,'Text 385 - Part of List 46,"'Tests that pass are valid.",'639,'94.38476563
'30,'Text 386 - Part of List 46,"'Tests that fail are invalid, they falsely report a bug.",'640,'97.16796875
'30,'Text 387 - Part of List 46,"'2. We compile and run all of your valid tests against each buggy solution.",'641,'95.06835938
'30,'Text 388 - Part of List 46,"'If any of your tests fail, you caught the bug.",'642,'96.14257813
'30,'Text 389 - Part of List 46,"'You earn points for each bug that you catch.",'643,'97.46093750
'30,'Section header 54,"'Requirements and Restrictions",'644,'84.91210938
'30,'Text 390,"'It is our goal for you to gain practice with good C++ code, classes, and polymorphism.",'645,'94.58007813
'30,'Table 13,"",'646,'91.16210938
'30,'Footer 34,"'file:///home/runner/work/p3-euchre/p3-euchre/_site/index.htr",'647,'84.57031250
'30,'Page number 27,"'30/31",'648,'60.10742188
'31,'Header 66,"'9/28/24, 1:35 PM",'649,'61.66992188
'31,'Text 391,"'p3-euchre",'650,'51.75781250
'31,'Table 14,"",'651,'96.72851563
'31,'Section header 55,"'Acknowledgments",'652,'70.01953125
'31,'Text 392,"'The original project was written by Andrew DeOrio, Fall 2013. The project was modified to use C++ style object oriented programming and the specification updated by the Fall 2015 staff.",'653,'95.55664063
'31,'Footer 35,"'file:///home/runner/work/p3-euchre/p3-euchre/_site/index.htm",'654,'89.30664063
'31,'Page number 28,"'31/31",'655,'78.07617188
